File_name,Count,Day,Fluor_type,Lower_threshold,Well_no,Soil_initials,Soil_type,Sterilization_status,Inoc_type
Bsal_D1_D1_dead,46.5,1,Red,10,D1,CD,Clingman's Dome,Non-autoclaved,10^3
Bsal_D1_D1_live,537.5,1,Green,10,D1,CD,Clingman's Dome,Non-autoclaved,10^3
Bsal_D1_D2_dead,63.5,1,Red,10,D2,CD,Clingman's Dome,Non-autoclaved,10^3
Bsal_D1_D2_live,234,1,Green,10,D2,CD,Clingman's Dome,Non-autoclaved,10^3
Bsal_D1_D3_dead,21,1,Red,10,D3,CD,Clingman's Dome,Non-autoclaved,10^3
Bsal_D1_D3_live,758,1,Green,10,D3,CD,Clingman's Dome,Non-autoclaved,10^3
Bsal_D1_D4_dead,45,1,Red,10,D4,CD,Clingman's Dome,Non-autoclaved,10^4
Bsal_D1_D4_live,310,1,Green,10,D4,CD,Clingman's Dome,Non-autoclaved,10^4
Bsal_D1_D5_dead,24.5,1,Red,10,D5,CD,Clingman's Dome,Non-autoclaved,10^4
Bsal_D1_D5_live,541.5,1,Green,10,D5,CD,Clingman's Dome,Non-autoclaved,10^4
Bsal_D1_D6_dead,75,1,Red,10,D6,CD,Clingman's Dome,Non-autoclaved,10^4
Bsal_D1_D6_live,52,1,Green,10,D6,CD,Clingman's Dome,Non-autoclaved,10^4
Bsal_D1_D7_dead,30.5,1,Red,10,D7,CD,Clingman's Dome,Autoclaved,10^3
Bsal_D1_D7_live,12,1,Green,10,D7,CD,Clingman's Dome,Autoclaved,10^3
Bsal_D1_D8_dead,35,1,Red,10,D8,CD,Clingman's Dome,Autoclaved,10^3
Bsal_D1_D8_live,6,1,Green,10,D8,CD,Clingman's Dome,Autoclaved,10^3
Bsal_D1_D9_dead,37,1,Red,10,D9,CD,Clingman's Dome,Autoclaved,10^3
Bsal_D1_D9_live,8,1,Green,10,D9,CD,Clingman's Dome,Autoclaved,10^3
Bsal_D1_D10_dead,8,1,Red,10,D10,CD,Clingman's Dome,Autoclaved,10^4
Bsal_D1_D10_live,8,1,Green,10,D10,CD,Clingman's Dome,Autoclaved,10^4
Bsal_D1_D11_dead,7.5,1,Red,10,D11,CD,Clingman's Dome,Autoclaved,10^4
Bsal_D1_D11_live,21.5,1,Green,10,D11,CD,Clingman's Dome,Autoclaved,10^4
Bsal_D1_D12_dead,2,1,Red,10,D12,CD,Clingman's Dome,Autoclaved,10^4
Bsal_D1_D12_live,12,1,Green,10,D12,CD,Clingman's Dome,Autoclaved,10^4
Bsal_D1_E1_dead,206,1,Red,10,E1,MC,Mt Cammerer,Non-autoclaved,10^3
Bsal_D1_E1_live,222,1,Green,10,E1,MC,Mt Cammerer,Non-autoclaved,10^3
Bsal_D1_E2_dead,208,1,Red,10,E2,MC,Mt Cammerer,Non-autoclaved,10^3
Bsal_D1_E2_live,13.5,1,Green,10,E2,MC,Mt Cammerer,Non-autoclaved,10^3
Bsal_D1_E3_dead,304,1,Red,10,E3,MC,Mt Cammerer,Non-autoclaved,10^3
Bsal_D1_E3_live,57,1,Green,10,E3,MC,Mt Cammerer,Non-autoclaved,10^3
Bsal_D1_E4_dead,165,1,Red,10,E4,MC,Mt Cammerer,Non-autoclaved,10^4
Bsal_D1_E4_live,24.5,1,Green,10,E4,MC,Mt Cammerer,Non-autoclaved,10^4
Bsal_D1_E5_dead,268,1,Red,10,E5,MC,Mt Cammerer,Non-autoclaved,10^4
Bsal_D1_E5_live,51,1,Green,10,E5,MC,Mt Cammerer,Non-autoclaved,10^4
Bsal_D1_E6_dead,396,1,Red,10,E6,MC,Mt Cammerer,Non-autoclaved,10^4
Bsal_D1_E6_live,196,1,Green,10,E6,MC,Mt Cammerer,Non-autoclaved,10^4
Bsal_D1_E7_dead,218,1,Red,10,E7,MC,Mt Cammerer,Autoclaved,10^3
Bsal_D1_E7_live,57.5,1,Green,10,E7,MC,Mt Cammerer,Autoclaved,10^3
Bsal_D1_E8_dead,234,1,Red,10,E8,MC,Mt Cammerer,Autoclaved,10^3
Bsal_D1_E8_live,70,1,Green,10,E8,MC,Mt Cammerer,Autoclaved,10^3
Bsal_D1_E9_dead,99.5,1,Red,10,E9,MC,Mt Cammerer,Autoclaved,10^3
Bsal_D1_E9_live,139.5,1,Green,10,E9,MC,Mt Cammerer,Autoclaved,10^3
Bsal_D1_E10_dead,61,1,Red,10,E10,MC,Mt Cammerer,Autoclaved,10^4
Bsal_D1_E10_live,15,1,Green,10,E10,MC,Mt Cammerer,Autoclaved,10^4
Bsal_D1_E11_dead,166,1,Red,10,E11,MC,Mt Cammerer,Autoclaved,10^4
Bsal_D1_E11_live,102,1,Green,10,E11,MC,Mt Cammerer,Autoclaved,10^4
Bsal_D1_E12_dead,313,1,Red,10,E12,MC,Mt Cammerer,Autoclaved,10^4
Bsal_D1_E12_live,222,1,Green,10,E12,MC,Mt Cammerer,Autoclaved,10^4
Bsal_D1_F1_dead,328,1,Red,10,F1,DG,Davenport Gap,Non-autoclaved,10^3
Bsal_D1_F1_live,1029,1,Green,10,F1,DG,Davenport Gap,Non-autoclaved,10^3
Bsal_D1_F2_dead,440.5,1,Red,10,F2,DG,Davenport Gap,Non-autoclaved,10^3
Bsal_D1_F2_live,1646,1,Green,10,F2,DG,Davenport Gap,Non-autoclaved,10^3
Bsal_D1_F3_dead,285,1,Red,10,F3,DG,Davenport Gap,Non-autoclaved,10^3
Bsal_D1_F3_live,685,1,Green,10,F3,DG,Davenport Gap,Non-autoclaved,10^3
Bsal_D1_F4_dead,597,1,Red,10,F4,DG,Davenport Gap,Non-autoclaved,10^4
Bsal_D1_F4_live,1482,1,Green,10,F4,DG,Davenport Gap,Non-autoclaved,10^4
Bsal_D1_F5_dead,213,1,Red,10,F5,DG,Davenport Gap,Non-autoclaved,10^4
Bsal_D1_F5_live,848,1,Green,10,F5,DG,Davenport Gap,Non-autoclaved,10^4
Bsal_D1_F6_dead,626,1,Red,10,F6,DG,Davenport Gap,Non-autoclaved,10^4
Bsal_D1_F6_live,2050,1,Green,10,F6,DG,Davenport Gap,Non-autoclaved,10^4
Bsal_D1_F7_dead,20,1,Red,10,F7,DG,Davenport Gap,Autoclaved,10^3
Bsal_D1_F7_live,0.5,1,Green,10,F7,DG,Davenport Gap,Autoclaved,10^3
Bsal_D1_F8_dead,235,1,Red,10,F8,DG,Davenport Gap,Autoclaved,10^3
Bsal_D1_F8_live,18,1,Green,10,F8,DG,Davenport Gap,Autoclaved,10^3
Bsal_D1_F9_dead,45.5,1,Red,10,F9,DG,Davenport Gap,Autoclaved,10^3
Bsal_D1_F9_live,1,1,Green,10,F9,DG,Davenport Gap,Autoclaved,10^3
Bsal_D1_F10_dead,111,1,Red,10,F10,DG,Davenport Gap,Autoclaved,10^4
Bsal_D1_F10_live,36.5,1,Green,10,F10,DG,Davenport Gap,Autoclaved,10^4
Bsal_D1_F11_dead,67,1,Red,10,F11,DG,Davenport Gap,Autoclaved,10^4
Bsal_D1_F11_live,42.5,1,Green,10,F11,DG,Davenport Gap,Autoclaved,10^4
Bsal_D1_F12_dead,114,1,Red,10,F12,DG,Davenport Gap,Autoclaved,10^4
Bsal_D1_F12_live,65,1,Green,10,F12,DG,Davenport Gap,Autoclaved,10^4
